template	popularity	first_year
[1C]c1ccc([1C])cc1>>[1C]C1CCC([1C])C=C1	1	2013
[1C]c1ccc([1C])c([1C])c1>>[1C]C1CC([1C])C([1C])C=C1	1	2013
[1C]c1cc2c(=O)nc(=O)nc2nc1N>>C=O.CO.NC1=CCNCN1.[1C]CC#N	1	2013
[1C]c1cc(n)c(n)n1>>[1C]CN=[N+]=[N-].ncc(n)C=O	1	2013
[1C]c1cc(N)nn1[4C]>>[1C]C(O)=CC#N.[4C]NN	1	2013
[1C]c1cc(N)ccc1[N+](=O)[O-]>>N.[1C]C1=CC(F)([N+](=O)[O-])CC=C1	1	2013
[1C]c1cc(F)cnc1=O>>O=CC(F)C=O.[1C]CC(N)=O	1	2013
[1C]c1cc(CO)on1>>C#CC(C)CC.CCO.[1C]C[N+](=O)[O-]	1	2013
[1C]c1cc(C#N)c(S)nc1N>>C=O.CCN.CCO.O=[N+]([O-])[O-].S.[1C]CC#N.[N+]	1	2013
[1C]c1cc(=O)ns1>>O=S(I)I.[1C]CCC(N)=O	1	2013
[1C]c1cc(=O)nn1>>[1C]C(=CC(=O)O)NNC(=O)O	1	2013
[1C]c1c:[2C]:cnc1=O>>C=O.O=C[2C](I)I.[1C]CC(N)=O	1	2013
[1C]c1c(O)nnc1s>>[1C]CC(=O)Nnc(=S)s	1	2013
[1C]c1c(O)ccnc1=O>>O=CO.[1C]C(C#N)=C(O)C=CN	1	2013
[1C]c1c(O)ccnc1=O>>COC(=O)C=CNC(=O)C[1C]	1	2013
[1C]c1c(O)ccnc1=O>>CC(=O)O.[1C]C(C#N)=C(O)C=CN	1	2013
[1C]c1c(O)cc(=O)nc1O>>O=C(O)CC(=O)O.[1C]C=C(N)O	1	2013
[1C]c1c(O)c2c(nc1=O)CSC2>>[1C]C1=C(NC(=O)CC(=O)O)CSC1	1	2013
[1C]c1c(N)ncnc1=O>>N.[1C]C1C(S)N=CNC1=O	1	2013
[1C]c1c(N)nc(S)c([1C])c1S>>[1C]C(C#N)=C(S)S.[1C]CC(N)=S	1	2013
[1C]c1:[2C]:c(s)c(s):[2C]:c1[1C]>>[1C]C=C[1C].sc([2C]I)c(s)[2C]I	1	2013
[1C]c1:[2C]:c(n)c(n):[2C]:c1[1C]>>[1C]C=C[1C].nc(c(n)[2C](I)I)[2C](I)I	1	2013
[1C]Cc1cncn1>>[1C]CN(CC(=O)O)CCN(CC(=O)O)C[1C]	1	2013
[1C]CS(O)(=O)=O>>C[1C].OS(=O)(=O)I	1	2013
[1C]CP=O>>C[1C].O=PI	1	2013
[1C]COC=O>>CC[1C].OC=O	1	2013
[1C]CO>>C[1C].[Si]OO[Si]	1	2013
[1C]CO>>C1NO1.C[1C]	1	2013
[1C]CN[4C].[4C]NCC(N)=O>>N.[1C]CN[4C].[4C]NCC(=O)O	1	2013
[1C]CNC=O>>CN(C)C.C[1C].O=CO	1	2013
[1C]CNC(O)=O>>CNC.C[1C].OC(=O)I	1	2013
[1C]CN>>[1C]CC(=O)O.[N-]=[N+]=[N-]	1	2013
[1C]CN>>CC([1C])NN	1	2013
[1C]CF>>NS(F)(F)F.[1C]CO[Si]	1	2013
[1C]CCn1ccnc1>>C=C[1C].CN1CCNCC1	1	2013
[1C]CCc1ccc(CCOCC2C[2C]2)cc1>>C1CCOC1.CC(C)N.CNC(=O)NC.C[1C].[Li][2C]CCC	1	2013
[1C]CCc1c(O)ncnc1O>>C=C[1C].NC=N.O=C(O)CC(=O)O	1	2013
[1C]CC[1C]>>CC[1C].[1C]CC([1C])O	1	2013
[1C]CCSC[1C]>>C=C[1C].[1C]CC=S	1	2013
[1C]CCO>>[1C]CCO.[1C]C[CH]O	1	2013
[1C]CCO>>C[1C].[1C]CCO[Si]	1	2013
[1C]CCNS=O>>C=NS(=O)=O.C[1C]	1	2013
[1C]CCNCCC(O)=O>>C=C[1C].N.O=C=O.Oc1ccccc1	1	2013
[1C]CCNC=O>>CC([1C])N.[5C]NC=O	1	2013
[1C]CCNC=O>>C=C[1C].NC(=O)O.O=CI	1	2013
[1C]CCNC=O>>C=C[1C].N.OC=O	1	2013
[1C]CCNC(O)=O>>C=C[1C].N.OC(=O)O	1	2013
[1C]CCN>>NCC(=O)O.[1C]CCN	1	2013
[1C]CCN>>CCN.C[1C].N	1	2013
[1C]CCC[1C]>>[1C]CCC[1C].[1C]CCC[1C]	1	2013
[1C]CCCC=O>>C#C[1C].C=CO[Si]	1	2013
[1C]CCC=O>>O=C(O)O.O=CI.[1C]CN	1	2013
[1C]CCC(N)C(O)=O>>C1CCNCC1.OC(=O)C(F)(F)F.[1C]CN	1	2013
[1C]CC=O>>C[1C].cc(c)C=O	1	2013
[1C]CC=O>>CC=O.[1C]CC(=O)O	1	2013
[1C]CC1CN=CS1>>C1CCOC1.C[1C].NC=O.S=[PH]1S[PH](=S)S1	1	2013
[1C]CC1CCC=C1>>C.C[1C].Cc1ccccc1	1	2013
[1C]CC(=O)NO>>N.[1C]C(O)C(=O)I	1	2013
[1C]C=O>>[1C]CO[N+](=O)[O-]	1	2013
[1C]C=NCS>>C#N.S.[1C]CN	1	2013
[1C]C=Cc1ccccc1S>>C[1C].O=Cc1ccc(S)cc1	1	2013
[1C]C=Cc1ccccc1>>CO[K].Cc1cc(C=O)oc1C.[1C]CO	1	2013
[1C]C=Cc1ccccc1>>CCO.CO[K].O=Cc1ccco1.[1C]CO	1	2013
[1C]C=Cc1ccccc1>>CCCO.Cc1cc(C=O)no1.[1C]CO	1	2013
[1C]C=Cc1ccccc1>>C1CCOC1.Cc1ncsc1C=O.[1C]CO	1	2013
[1C]C=Cc1ccccc1>>C1CCOC1.Cc1csc(C=O)n1.[1C]CO	1	2013
[1C]C=CO>>C=C([1C])O	1	2013
[1C]C=CN>>N.[1C]CC(O)O	1	2013
[1C]C=CN>>C[1C].NC=[N+]	1	2013
[1C]C=CN>>C[1C].N=CS	1	2013
[1C]C=CCOC=O>>C[1C].O=CC(=O)O.OC=O	1	2013
[1C]C=C1N[2C]=CS1>>C[1C].N=C=S.OC(O)[2C]I	1	2013
[1C]C=C1NC=[2C]S1>>C[1C].N=C=S.O=C[2C]I	1	2013
[1C]C1[2C]C1O>>I[2C]I.[1C]C=CO	1	2013
[1C]C1C[2C]SC1>>C=C([1C])C[2C]I.[S-2]	1	2013
[1C]C1CSS[2C]1>>CC(O)=S.CC([1C])[2C](I)I.CS(C)=O	1	2013
[1C]C1CSCC1[1C]>>O=S(C[Si])C[Si].[1C]C=C[1C]	1	2013
[1C]C1CO1>>C=C[1C].OO[SH]=O	1	2013
[1C]C1CN(C(O)=O)CC1[1C]>>CN(CO)C[Si].OC(=O)OC=O.[1C]C=C[1C]	1	2013
[1C]C1CCNC1>>C=C[1C].C[Si]NCO	1	2013
[1C]C1CCCCC1>>C=C[1C].CCC=C	1	2013
[1C]C1CCC([1C])CC1>>C=C.[1C]C=CC=C[1C]	1	2013
[1C]C1CCC([1C])C=C1>>CCCO.[1C]C=CC=C[1C]	1	2013
[1C]C1CCC(C(O)=O)CC1[1C]>>C=C[1C].[1C]C=CC=CC(O)=O	1	2013
[1C]C1CCC(=O)CC1>>C=CC(=O)O.C[1C].c1ccccc1	1	2013
[1C]C1CCC(=O)C([1C])[2C]1>>CC(=O)O.C[1C].O.[1C]C[2C]I.ccccc	1	2013
[1C]C1CC=CN1[4C].cC1=CN([4C])C([1C])C1>>[1C]C1CC([SH](=O)=O)=CN1[4C].[1C]C1CC=CN1[4C].cB(O)O	1	2013
[1C]C1CC1>>CC(C)(C)O.C[1C]	1	2013
[1C]C1C([2C])C(=O)NC1=O>>COC.[1C]C1CNC(=O)C1.[2C]I	1	2013
[1C]C1=NOCC1>>C.NCCN.[1C]C[N+](=O)[O-]	1	2013
[1C]C1=NOC(c2ccccc2)C1>>C=CC1CCCCC1.[1C]C[N+](=O)[O-]	1	2013
[1C]C1=CNC(=O)NC1>>C=O.NC(N)=O.[1C]C=CO	1	2013
[1C]C1([1C])CCPCC1>>C=CPC=C.[1C]C[1C]	1	2013
[1C]C([2C])[2C].n>>C[1C].[2C]I.[2C]I.[n+]	1	2013
[1C]C([2C])N>>[1C]CNC(=O)O.[2C]I	1	2013
[1C]C([2C])CCN>>CCCN.C[1C].NCCI.[2C]I	1	2013
[1C]C([2C])([2C])N>>C=NC[1C].[2C]I.[2C]I	1	2013
[1C]C([1C])[2C]>>[1C]C([1C])C(=O)O.[2C]I	1	2013
[1C]C([1C])=NN>>NC(=O)O.O=N[O-].[1C]C[1C]	1	2013
[1C]C([1C])=CNCCO>>CC(N)O.OC(O)O.[1C]C[1C]	1	2013
[1C]C([1C])=CC=CN>>NC=O.O=C(O)CC(=O)O.[1C]C[1C]	1	2013
[1C]C(S)=CN>>C#C[1C].N.NSS	1	2013
[1C]C(O)CO>>[1C]C(O)(C=O)C(O)C=O	1	2013
[1C]C(O)CO>>OCC=O.[1C]C(O)[CH]O	1	2013
[1C]C(N=O)C(N)=N>>N.O=N[O-].[1C]CC(=N)O	1	2013
[1C]C(N)CN>>C=[N+].[1C]CN	1	2013
[1C]C(I)=NO>>I.O.[1C]CN	1	2013
[1C]C(I)=C([1C])I>>O=S(=O)(I)I.[1C]C=C[1C]	1	2013
[1C]C(F)(F)CNS=O>>C=NS=O.[1C]C(F)F	1	2013
[1C]C(CO)[2C]S>>OCS.OCS.[1C]C[2C]I	1	2013
[1C]C(CO)CS>>OCS.OCS.[1C]CCOC=O	1	2013
[1C]C(C=N)C(O)=O>>N.[1C]C(=CO)C(=O)O	1	2013
[1C]C(=O)NNC=O>>NN.O=CO.[1C]CC(=O)I	1	2013
[1C]C(=O)CN>>C[1C].NCC(=O)O	1	2013
Sc1nnco1>>NN.O=CO.S=C=S	1	2013
Sc1cncc(I)c1>>Sc1cncc(I)c1.cccc(n)S	1	2013
Sc1ccncc1>>Sc1ccncc1.cccc(n)S	1	2013
Sc1ccnc(I)c1>>Ic1cnccc1.S.Sc1cncc(I)c1	1	2013
Sc1ccccc1>>Oc1ccccc1.Sc1ccccc1	1	2013
Sc1ccccc1>>Ic1ccccc1.Sc1ccccc1	1	2013
Sc1ccc(I)nc1>>Sc1ccc(I)cn1.Sc1cnc(I)cc1	1	2013
SC=S>>S=CSSC=S	1	2013
SC1CCCCC1>>c1ccccc1.ccc(S)cc	1	2013
S=c1ncss1>>NC=S.S=C=S	1	2013
S=c1ncno1>>C#N.NO.nC(n)=S	1	2013
S=C=NCCI>>C=C.II.N#CS	1	2013
S=C1C=NCN1>>C=N[SH]=O.NC(=S)C=O	1	2013
PCI>>CP=O.II	1	2013
On1nnc2ccccc21>>CC#N.CN=C1CCCCCN1C.O	1	2013
Occ1ncc(CCI)c(=O)n1>>I.O=P(I)(I)I.c1ccccc1.ccc(COcc(N)n)cc	1	2013
Oc1nnco1>>NC=O.NNC=O	1	2013
Oc1nnc2ncc([N+](=O)[O-])cc12>>Nc1cc(O)nn1.[1C]C([1C])[N+](=O)[O-].[4C]Nc1cnc2[nH]ncc2c1	1	2013
Oc1nnc(S)n1>>COC(=O)O.N=C=S.NN	1	2013
Oc1nnc(O)c2ccccc12>>NN.OC(=O)c1ccc2c(c1)C(=O)OC2=O	1	2013
Oc1nccc([N+](=O)[O-])n1>>Nc1nc(O)cc(I)n1.O=[N+]([O-])O	1	2013
Oc1ncc(I)cc1F>>Fc1cnc(F)c(I)c1.O	1	2013
Oc1nc(O)c2ccnc2n1>>C=O.NC=O.Nc1ncc(I)c(Nc2ccccc2S)n1	1	2013
Oc1cnncc1=O>>CO.NN=CC(=O)CO	1	2013
Oc1cnnc1>>CO.NN=CC(=O)I	1	2013
Oc1cncnc1O>>NC=N.OC(=CO)C(=O)O	1	2013
Oc1cnc(C=O)s1>>NC=O.Oc1cncs1	1	2013
Oc1ccon1>>C=CC(=O)O.NO	1	2013
Oc1ccnn1>>O=C1NN=CC1=CO	1	2013
Oc1ccnn1>>CN(C)C.N.O=CCC(=O)O	1	2013
Oc1ccnc(O)c1>>CC=N.O=C(O)CC(=O)O	1	2013
Oc1cccnc1O>>Oc1ccccn1.Oc1ncccc1O	1	2013
Oc1cccnc1>>Oc1cccnc1.Oc1cnccc1	1	2013
Oc1cccn:[2C]:1=O>>OC1=CC=CN[2C]1I.[O-]	1	2013
Oc1ccccn1>>Ic1ccccn1.O	1	2013
Oc1ccccc1O>>Fc1ccccc1.Oc1ccc(C=O)c(O)c1	1	2013
Oc1ccccc1F>>Oc1ccc(F)cc1.Oc1ccccc1F	1	2013
Oc1ccccc1>>OC(c1ccccc1)c1ccccc1	1	2013
Oc1ccccc1>>NC(N)c1ccc(O)cc1.O	1	2013
Oc1cccc(F)c1F.cc(c)C=CO>>OC1(C=O)C=CC=C(F)C1F.OC[P+].ccc	1	2013
Oc1ccc2ccccc2c1>>O=CCC(=O)Cc1ccccc1	1	2013
Oc1ccc2c(O)nccc2c1>>O.ON1CC=Cc2cc(F)ccc21	1	2013
Oc1ccc(o)cc1>>Oc1ccc(o)cc1.oc1ccc(F)cc1	1	2013
Oc1ccc([N+](=O)[O-])cc1>>O.O[N+](=O)[O-].Oc1ccccc1	1	2013
Oc1ccc(O)cc1>>COc1ccccc1O	1	2013
Oc1ccc(N(C=O)C=O)cc1>>Nc1ccccc1O.O=COC=O	1	2013
Oc1ccc(I)cc1>>O.Oc1ccccc1.[4C]NI	1	2013
Oc1ccc(I)cc1>>II.O.Oc1ccccc1	1	2013
Oc1ccc(CNc2ccccc2)cc1>>Oc1ccccc1NC(=O)c1ccccc1	1	2013
Oc1cc2c(cc1O)C(=O)CC=N2>>Oc1cc2nccc(OP(=O)(O)O)c2cc1O	1	2013
Oc1cc(I)ncn1>>O=P(I)(I)I.OC1(O)C=C(O)N=CN1	1	2013
Oc1cc(I)ccc1F>>Oc1cc(I)c(F)cc1.Oc1cc(I)ccc1F	1	2013
Oc1cc(F)ncn1>>NC=N.OC(F)=CC(F)(F)F	1	2013
Oc1c[se]cc1O>>C=C(O)C(=C)O.I[Se]I	1	2013
O[Ti](O)(O)I>>I[Ti](I)(I)I.O[Ti](O)(O)O	1	2013
O[N+]=O.cc(c)NC(=O)C(O)=O>>NCC(=O)N[CH]C(O)=O.O=[N+][O-].cc(c)O	1	2013
O[3C]=O>>I[3C](I)I.O=C(O)O.OS(=O)(=O)O	1	2013
O[2C]NO>>I[2C]NI.O.O	1	2013
O[2C]CCF>>CC(F)[2C]I.O	1	2013
O[2C]=O>>CO.I[2C]I.O	1	2013
OS(O)(=O)=O>>O.O.O=S(=O)(O)O	1	2013
OS(=O)=O>>OO.OS=O	1	2013
OS(=O)=O>>O=S([O-])[O-].O=S[O-]	1	2013
OS(=O)(=O)c1ccccc1>>CCCCC.CS(=O)(=O)O.O	1	2013
OP(O)=O.cP(O)=O>>OP(O)=O.OP=O.cI	1	2013
OP(O)(O)=O>>O.O=CO.O=P(I)(I)I.OC=O	1	2013
OP(O)(=O)COS(=O)=O>>C=O.O=S(=O)I.OP(O)(=O)O	1	2013
OP(O)(=O)COC=O>>C=O.O=COC=O.OP(O)O	1	2013
ONC=O>>O=CI.O=[N+][O-]	1	2013
ONC=O>>NO.O=CF	1	2013
ONC(=O)c1ccnnc1>>N=C=N.NO.On1nnc2ccccc21	1	2013
ONC(=O)c1ccccc1>>NO.O=C(O)c1ccccc1	1	2013
ON=CC(O)=O>>O.O=C(O)CC(=O)O.O=NO	1	2013
ON=CC(=O)c1cccc2nc(=O)nc12>>O=C1CC=C2NC(=O)NC=C2C=C1.O=N[O-]	1	2013
ON=C(I)C1CCOC1>>C=C([1C])O.CNCCN.CO.O=C1NC(c2ccccc2)[CH]O1.cc(c)I	1	2013
ON1NC=NN1>>N=C=O.[N-]=[N+]=[N-]	1	2013
OCc1cccnc1>>O=C(O)c1cccnc1	1	2013
OCc1ccccc1>>C=NCc1ccc(I)c(I)c1.O	1	2013
OCc1cccc2ccccc12>>COc1c(C=Nc2ccccc2O)cccc1-c(c)c	1	2013
OCc1ccc(F)cc1>>C=O.N#Cc1ccc([CH]n)c(F)c1	1	2013
OCc1ccc(C=O)cc1>>CC(OCO)c1ccc(CO)cc1	1	2013
OCc1ccc(C(O)=O)cc1>>CCO.COC(=O)c1cnn(CO)c1	1	2013
OC[P+]>>OCO.P	1	2013
OC[2C]O>>O.OC(=O)[2C]I	1	2013
OCO[Si]>>C=O.O.[Si]I	1	2013
OCOC1=NCNN1.[2C]CF>>O=c1ncnn1.OCCF.[2C]I	1	2013
OCO>>O.OCO[Si]	1	2013
OCO>>CCOC=O.O.O	1	2013
OCO>>C=O.OC(O)C(O)O	1	2013
OCO>>C=CO.O	1	2013
OCNS=O>>C=O.NS=O.O	1	2013
OCNCO>>N.OCNCO	1	2013
OCNC(O)=O>>C1CO1.N.OC(=O)OC=O	1	2013
OCI>>O=CI.OC[SH]=O	1	2013
OCF>>F[Xe]F.OCS	1	2013
OCCc1ccccc1O>>C=O.Cc1cccc(O)c1	1	2013
OCC[Si]CCO>>C=C[Si]C=C.OO	1	2013
OCCS>>C=C.CO.S	1	2013
OCCO>>C=C.O=S([O-])([O-])=S.[NH+][O-]	1	2013
OCCO>>C=C.O.O=S	1	2013
OCCO>>C=C.N[SH](=O)=O.OS(=O)(=O)O	1	2013
OCCO.c-c>>OCO.cB1OCC(C)(C)O1.cI	1	2013
OCCO.OS(=O)=O>>CO.OCCO.OS(=O)=O	1	2013
OCCNCCO>>CC(C)O.CC(N)C(O)=O.N	1	2013
OCCNC=O>>CNC=O.N.O=CO	1	2013
OCCNC=O>>CN(C)C.CN[P+].OC=O	1	2013
OCCNC=O>>CC(N)O.O=CO	1	2013
OCCNC(O)=O>>O=CC=NO[Si].OC(=O)I	1	2013
OCCNC(O)=O>>C=O.C[S+]=O.N.OC(=O)OC=O	1	2013
OCCI>>C1CO1.[Si]I	1	2013
OCCCOC=O>>CCOC(=O)N=N.OC=O	1	2013
OCCCO>>C=C.C=O.CCCO	1	2013
OCCCNc1ccc(NC=O)cn1.cccn>>CCN.CCN=C=N.CNC.OC=O.On1nnc2ccccc21.ccnn	1	2013
OCCCNC=O>>NCCCO.NCCO.O=CI	1	2013
OCCCI.OC[2C]O>>Cc(c)c.ICC[2C]I.O.O.OC(=O)O	1	2013
OCCCCO>>CC(O)=O.CCC(=O)OC=O	1	2013
OCCC(O)=O>>C=CC(=O)O.O.O	1	2013
OCC=O>>O=CO.OC(O)=CO[Si]	1	2013
OCC=O.OCCO>>CCC.[CH]O.[CH]O.[CH]OCOCC(C)(O)CN	1	2013
OCC=CI>>CC=O.IP(I)I.NC=O	1	2013
OCC=C1C=CC(I)=CN1>>CC(=O)c1ccc(I)cn1	1	2013
OCC1OC(=O)C(O)=C1O>>[1C]CO.[CH]O.cc1cC(=O)c2c(O)c(CC(C)(O)C=O)cc(O)c2C1=O	1	2013
OCC1CO1>>CCOC=O.NC=O.O	1	2013
OCC1CNOC1>>C=CCO.C=O.NO	1	2013
OCC1CC[2C]CC1>>CCO.Sc1ccccc1.[Li][2C]	1	2013
OCC1CCCN1C=O>>O.O=CN=NC(=O)O.Pc1ccccc1	1	2013
OCC1CC1>>O.OCC1CC1	1	2013
OCC(O)O>>CC=O.O.O	1	2013
OCC(O)CO>>OC([CH]O)C(O)O.OCCO	1	2013
OCC(O)=O>>NC(=O)CO.OC(=O)CI	1	2013
OCC(O)=O>>C=O.OC[CH]O.[O-]	1	2013
OCC(F)(F)CF>>CO.FC=C(F)F	1	2013
OCC(F)(F)C(F)C(F)(F)F>>CO.FC(F)=C(F)C(F)(F)F	1	2013
OCC(=O)NO>>CC(O)C(=O)O.NO	1	2013
OCC(=O)I>>O=S(I)I.OCOC(=O)S	1	2013
OC=O>>[5C]NC=O.[O-]	1	2013
OC=O>>O=CO.OO	1	2013
OC=O>>NOC=O.O	1	2013
OC=O>>NC=S.[O-].[O-]	1	2013
OC=O>>NC=O.OOC=O	1	2013
OC=O>>CO[Si].O	1	2013
OC=O>>CON=O.NC=O	1	2013
OC=O>>CO.OO[SH]=O	1	2013
OC=O>>CC.COC.[O-]	1	2013
OC=O>>CC(=O)O.[Li]O	1	2013
OC=O>>C=C.O=CO.OC=O	1	2013
OC=O>>C1COCO1.O=[Cr](=O)=O	1	2013
OC=O.n>>C#N.[O-].nC=O	1	2013
OC=O.cccc(c)-n>>CCOC=O.ccnc(c)-n	1	2013
OC=O.ccc(c)NC=O>>O=COC=O.ccc(c)N	1	2013
OC=O.cc1ccnc1c>>cc(N)c(c)C=COC=O	1	2013
OC=O.cc(c)CN>>NCOC=O.ccc	1	2013
OC=O.[N-]>>COC=O.N	1	2013
OC=O.[4C]NC=O>>O=COCOC=O.[4C]N	1	2013
OC=O.[4C]N(O)C=O>>O.O=COC=O.[4C]NO	1	2013
OC=O.[2C]=O>>O=CO[2C]I.[O-]	1	2013
OC=O.S>>O=CS.[O-]	1	2013
OC=O.OCC1CCCO1>>CCOC(=O)N=N.COC=O.O.[O-].ccccc	1	2013
OC=CC1CC=CC=C1>>O=Cc1ccccc1.cccc(c)[P+]CO	1	2013
OC=CC(=O)S>>CS.O=CCC(=O)O	1	2013
OC1CNC(C(O)=O)C1>>CN(C)c1ccc(C=O)cc1.O.[O-]	1	2013
OC1CCOCC1.OC=O>>COC=O.Oc1ccc(F)cc1F.[O-]	1	2013
OC1CCCOC1=O>>Oc1cccoc1=O	1	2013
OC1CCCNC1>>OC1=CC=CNC1	1	2013
OC1CCCCO1>>Cc1ccc(S(=O)(=O)O)cc1.O.[O-]	1	2013
OC1CC=NO1>>CC=O.ON=CI	1	2013
OC1CC=NNC1=O>>CC=O.N[N+].O=CC(=O)O	1	2013
OC1C=CC(=O)O1>>CC=O.O.O=CC(=O)O	1	2013
OC1C=C(O)C=CC1C=O>>O=CI.Oc1cccc(O)c1	1	2013
OC1C2CC3C(O2)C1OS3(=O)=O>>CC(C)OC(C)C.O=S([O-])[O-].OC=O.OO	1	2013
OC1C(O)=CC=CC1=C=O>>Oc1ccc(C=O)cc1O	1	2013
OC1=NNC(=O)C1>>NC(O)=CC(=O)O.NN	1	2013
OC1=CCCC=C1NC=O>>Nc1ccccc1O.O=CI	1	2013
OC1=CCC2COCC21>>IC1=CCC2COCC21.O	1	2013
OC1=CC=CC(O)(F)C1F>>COB(O)O.Oc1cccc(F)c1F	1	2013
OC1=CC(O)(O)NC(c2nc:[2C]:s2)=N1>>NC(=S)c1nc(O)cc(O)n1.O=C[2C]I	1	2013
OC1(O)C=CC=C(F)C1F>>COB(O)O.Oc1cccc(F)c1F	1	2013
OC1(CC=O)CC=CC(F)=C1>>CC(=O)c1cc(F)ccc1O.O[SH](=O)=O	1	2013
OC1(C=O)C=CC=C(F)C1F>>CCOC.Oc1cccc(F)c1F	1	2013
OC(O)=S>>OC(=S)I.OC=O	1	2013
OC(O)=O>>NOC(=O)ON.O.O	1	2013
OC(O)=CC=O>>CC(O)(O)O.O=COC=O	1	2013
OC(O)(CC=O)C(F)(F)F>>CC(C)(O)OC=CC(=O)C(F)(F)F	1	2013
OC(F)F>>OC(F)(F)C(F)(F)C(F)F	1	2013
OC(F)F>>O.[1C]C(F)(F)I.ccc(I)c(c)I	1	2013
OC(F)(F)F>>OC(F)(F)C(F)(F)F.OC(F)F	1	2013
OC(=O)n1cccn1>>OC(=O)OC=O.c1cnnc1	1	2013
OC(=O)c1nccs1>>NC(=O)C(O)=S.c1cscn1	1	2013
OC(=O)c1nc:[2C]:s1>>NC(=O)C(O)=S.O=C[2C](I)I	1	2013
OC(=O)c1ccon1>>NO.O.O=CC=C(O)C(=O)O	1	2013
OC(=O)c1ccc(O)cc1>>COC(=O)N=N.O.Pc1ccccc1	1	2013
OC(=O)c1:[3C]:ccn1>>CO.I[3C]1CCN=C1C(I)(I)I.O	1	2013
OC(=O)Nc1ccnc(I)n1>>Nc1nccc(I)n1.O.O=C(O)O	1	2013
OC(=O)NCc1ccccc1>>CC(C)CCO.O.cc(c)N(COC=O)C(C)=O.ccc(N)c(c)I	1	2013
OC(=O)NC[2C]S>>N.O=C[2C]I.OC(=O)OC=O.S	1	2013
OC(=O)NC=O>>N.O=CO.OC(=O)O	1	2013
OC(=O)NC(S)=S>>N=C(S)S.NC(S)C(=O)I.O	1	2013
OC(=O)N1CCNCC1>>C1CNCCN1.OC(=O)O	1	2013
OC(=O)N1CCN(C=O)CC1>>C[N+]=C(ON=C(C#N)C(O)=O)N(C)C.O=CO	1	2013
OC(=O)CNC=O.[1C]CS>>CCCSSC(O)=O.O=CO.[1C]CN	1	2013
OC(=O)CNC(O)=O>>CC(O)=O.OC(=O)OC=O.SC1=NC[CH]N1	1	2013
OC(=O)CNC(O)=O>>C=O.N.OC(=O)OC(=O)O	1	2013
OC(=O)CI>>CC(=O)O.O.O=S(=O)(I)I	1	2013
OC(=O)CI>>CC(=O)O.I.O	1	2013
OC(=O)CC=O>>CC(O)=O.CCC(=O)O.nC=O	1	2013
OC(=O)CC=O>>CC(C(=O)O)C(=O)O.O	1	2013
OC(=O)CC(O)=O>>OC(=O)CC(O)=O.OCO	1	2013
OC(=O)C=O>>C=O.CC(O)=O	1	2013
OC(=O)C=C1NC=CS1>>Cc1[n+]ccs1.OC(=O)OC=O	1	2013
OC(=O)C1CNCCN1>>CCN(CC)CC.O=C(O)OC(=O)O.cc1ccccn1	1	2013
OC#CC=O>>C#CCO.O=CI	1	2013
OBO>>NBN.O=C(O)O.[O-]	1	2013
OBO>>F[B-](F)F.O.[O-]	1	2013
OB(O)c1ccccc1>>CC(=O)O.CC(I)=CC=C.OB(O)B(O)O	1	2013
OB(O)c1ccc2c(c1)S(=O)(=O)CC2O>>CC(O)=O.CC1(C)OB(B(O)O)OC1(C)C.CS(C)=O	1	2013
OB(O)c1cc(O)c(O)cc1O>>COB(O)OC.Oc1cc(O)c(I)cc1O	1	2013
OB(O)O>>O.O.OB([O-])[O-]	1	2013
OB(O)CNC=O>>CB(O)O.NCC(=O)O.O=CO	1	2013
O>>C#CO	1	2013
O=cc1ncnn1>>C=O.NNc(n)cI	1	2013
O=c1nnco1>>NNC=O.O=CO	1	2013
O=c1ncno1>>NC=NO.O=C(O)O	1	2013
O=c1ncno1.ccnc(c)-n1c(=O)c(c)c(s)n([2C])c1=O>>C#N.IC(I)(I)c1ncno1.O=C(O)O.O=C(O)O.[2C]I.cc(C(=O)O)c(N)s.cccc(c)N	1	2013
O=c1ncnn1>>NC=O.NNC(N)=O	1	2013
O=c1ncnn1>>NC(=S)NNC=O	1	2013
O=c1ncnc2nccnc12>>Nc1ncnc(I)c1N.O=CC=O	1	2013
O=c1ncnc2ccccc12>>N=CN.Nc1cc(O)c(O)cc1C(=O)O	1	2013
O=c1nccnc1=O>>NC(=O)C(=O)NCC=O	1	2013
O=c1ncc2ncccc2n1>>O=c1nccc2ncncc12	1	2013
O=c1nc2cccnc2n1>>CCO.Nc1ccncc1N.O=[N+][O-]	1	2013
O=c1nc(=O)c2ccsc2n1>>Cc1csc(N)c1C(=O)O.N.O=C(O)O	1	2013
O=c1ccocc1>>O=c1ccocc1.O=c1ccocc1I	1	2013
O=c1ccoc2ccccc12>>Oc1cccc(O)c1C(=O)CC(=O)c1ccncc1	1	2013
O=c1ccnn1>>NN.O=C(O)CC(O)O	1	2013
O=c1ccnc2sccn12>>Nc1nc2ccccc2s1.O=CCC(=O)O	1	2013
O=c1ccc2cnccc2n1>>CCCC1=NCCCN1C.NCc1ccc(O)cc1.O	1	2013
O=c1ccc2ccccc2o1>>C=CCC1C=C(O)C(=O)C1(C)CC=C(C)CC.O=CO	1	2013
O=c1ccc2ccccc2n1>>O=c1nc(-c2ccc(O)cc2)cc2cc(O)cc(O)c12	1	2013
